ID,waveType,adWeight
111366,10,1.1980882437853702
111482,10,7.23835069002823
311482,30,6.560271945508159
411482,40,0.13405695973621
511482,50,0.003111715449420585
211511,20,0.23480760906086706
311511,30,5.262272210247479
411511,40,0.029815431806829995
511511,50,0.10308501974391858
111540,10,3.0233862967769998
511540,50,0.09306587570189458
511569,50,0.1747460394329276
311598,30,1.3297349385777397
411598,40,4.5364065447099
511598,50,0.024241984768667582
411627,40,0.17240906708496984
211685,20,0.682383312185447
511685,50,0.6632446519005586
311714,30,0.22032464512053007
111772,10,0.49178539857426995
311772,30,2.66319501338582
411772,40,0.7132192226214698
511772,50,0.09350196182387759
311830,30,8.752259931600559
411830,40,0.33452132836906
511830,50,0.09705402224269359
211859,20,0.07481953129940305
511859,50,0.2524445972953026
111888,10,0.8621021711172101
111946,10,0.36023352583581003
211946,20,0.7097817438980971
311946,30,8.13760082623476
411946,40,0.8740767686092799
511946,50,0.1909627618023056
111975,10,0.6001421620003702
211975,20,0.02752526972000302
511975,50,0.10288370160456457
112033,10,3.5960167393445204
212033,20,3.429506557235167
312033,30,7.380714788093259
412033,40,0.87674295641422
512033,50,2.635473289043672
112149,10,2.1460866554759503
312149,30,0.28701363975515015
512149,50,0.04857538237931859
212178,20,0.397037236842828
512178,50,0.5622018317591735
112207,10,4.2254916969357
112265,10,1.8760678873916798
312265,30,0.66423635752933
412265,40,0.9978043954551499
312294,30,7.44422950122536
412294,40,0.34365990566839
512294,50,0.06356294744573458
212323,20,0.011554887753601029
312323,30,0.15567482730250992
512323,50,0.16727557941309762
212352,20,0.011374026137659032
312352,30,4.62081508134205
412352,40,0.3788686633798699
512352,50,0.004671743206406578
212381,20,0.09721588646715701
312381,30,0.04695230113008009
512381,50,0.07788904382457958
112410,10,0.1864263411626299
512526,50,0.10301739592943858
312613,30,1.5058666552811704
412613,40,0.8712784762385097
312671,30,4.729137816036021
412787,40,0.7737725332666701
112845,10,0.80702160904968
312845,30,0.3878535557772902
412845,40,0.06436309726959988
312961,30,17.19345956551936
412961,40,0.8667959010753301
512961,50,0.01858339439097058
112990,10,0.69824682577511
212990,20,0.21100878341449103
312990,30,196.98953385088697
412990,40,8.08041439518377
512990,50,0.3056738825635526
513048,50,0.012553927729924585
513106,50,0.011162335971811585
513135,50,0.11448553476553057
113164,10,1.9839798763971601
313164,30,5.54356782356631
413164,40,0.22187087740695
313193,30,0.31019351671642026
113222,10,4.0116031802249505
213222,20,1.4342407424867871
313222,30,5.734357740277069
413222,40,1.85794516188761
513222,50,0.07389326625700159
113251,10,0.7750239289113698
213251,20,0.43941982635369103
513251,50,0.0075844916361975795
313396,30,2.55279828966747
513396,50,0.06297877419623658
213425,20,0.23964046381029602
313425,30,6.2680892742378305
513425,50,0.3883220293135306
513483,50,0.04298526870809859
113512,10,0.11732094281418992
513570,50,0.01698123582460158
213599,20,0.343390780227544
313599,30,6.55961515017308
413599,40,0.53764031766639
513599,50,0.4131266394167606
313628,30,10.783813045030959
513628,50,0.12136513819072058
113802,10,3.9454112663925702
513831,50,0.015720232776809576
513860,50,0.08077562607602058
113918,10,6.494804277570931
213918,20,2.420061352788357
313918,30,5.968302297311329
413918,40,0.4244945184503599
513918,50,0.8459024011206495
113947,10,9.02398937986793
213947,20,4.181254077797707
313947,30,7.56872172304146
413947,40,1.9989990024107698
513947,50,1.1450151786307214
514005,50,0.05984559027925458
314034,30,0.6050804142348101
114092,10,5.31192183081541
514121,50,0.10670610881902158
414210,40,0.013765157796080008
214271,20,0.025963692045784026
214330,20,0.04282262112698004
114503,10,0.38063779903638983
214503,20,0.13116461521285805
314503,30,0.9147024647225699
414503,40,0.9894668751484499
214564,20,0.11434059202580205
314564,30,1.6720550305126802
414564,40,0.35472011617183985
414867,40,0.21122895890052984
214928,20,0.04727421536880605
414928,40,0.03962762228811001
114988,10,2.9065737754928103
214988,20,0.21268924166508107
314988,30,3.01158184271586
414988,40,12.74802582341847
115049,10,2.31675270162673
215049,20,0.09763974023298
315049,30,1.5800742782019
415049,40,11.68881826017937
415110,40,0.25278584471057
315171,30,9.22751507658556
115232,10,1.1115305389463
215232,20,0.481120243402525
215291,20,0.492736923137885
315350,30,6.512147521152599
215411,20,1.139088283313157
515411,50,0.1883334103913516
115472,10,1.65384432436368
215472,20,1.380047666190327
415472,40,1.2622053434194997
515472,50,0.08399245884921057
115531,10,0.6090185983623699
215531,20,0.45966859199670707
515531,50,0.02614058745761559
115590,10,1.0149740189062302
415590,40,0.35978537340041994
215956,20,0.002071433103774001
216193,20,0.13254225088500404
216250,20,0.34683661708664004
316368,30,0.41480283076985014
116428,10,0.29588830749940986
216428,20,0.14447721910686806
216489,20,0.013711479453986042
116671,10,0.42765514092494006
216671,20,0.032211556891988014
416671,40,2.40711683151859
416732,40,0.6178184521805501
116792,10,0.86728638675086
116911,10,0.07097029383791997
317032,30,1.3737213654326204
417032,40,0.77371210589168
317092,30,4.09063597566049
417092,40,1.3379875722757397
117153,10,0.18228192240395003
217153,20,0.030362362962204015
317153,30,3.4760604049108497
417153,40,1.9077697897510797
417214,40,0.25237693367631
217513,20,0.37116978620406005
317513,30,1.7742851704046498
417513,40,0.5252080536975599
217574,20,0.08103383393461605
417574,40,0.08821432848683997
317635,30,0.7908722148794203
417635,40,1.1001161881969899
217696,20,0.03821498153168401
217871,20,0.26492272992295607
118110,10,2.49830542949935
218110,20,0.9251927592305571
218171,20,0.5535231002487461
118232,10,0.37195002507088004
218232,20,0.47685686879704203
218293,20,0.291414477729382
118352,10,0.8671145613734701
218352,20,0.45954032492726404
218413,20,0.540786441519032
118474,10,0.49342433013286
318474,30,0.7560487801343001
418474,40,0.24855125835143
218591,20,0.02837255442255504
118709,10,2.20388526405869
318709,30,0.9603650597903899
418709,40,1.6689669912530198
118770,10,0.61819639935912
418770,40,0.9150011582975801
118831,10,0.5104212372174401
218831,20,0.16387644665184298
119070,10,1.44252427806445
319070,30,5.8814893639625705
419070,40,5.43702174934863
119128,10,0.18354173077033997
319128,30,3.33515646024985
419128,40,1.82523617983844
119305,10,0.6013445969971698
219305,20,0.06366745669095802
319305,30,2.0937438847002503
419305,40,0.34732047042273995
219365,20,0.0008731559200170214
319365,30,1.49136299579397
419365,40,0.033311193391599936
219425,20,0.01455842942540203
419425,40,0.3179234011908898
219485,20,0.28252185901154203
519485,50,0.027297985404495587
119546,10,0.1827679897644099
319546,30,1.8954739991637202
419546,40,2.18200766260851
319606,30,1.6047596433042197
419606,40,1.4109133321611198
119788,10,0.38802194291588
219788,20,0.06699776124735402
319788,30,0.4779372925733303
419788,40,0.7220886683520598
319849,30,2.3997973039415705
419849,40,0.5502663741477598
220031,20,0.041859912467681004
220090,20,0.15697392079378303
120149,10,0.23415523476926992
420149,40,0.15044996266222999
420208,40,0.49917274036243997
120267,10,3.3896256203157105
220267,20,0.577072333257124
320267,30,0.8463041621318701
420267,40,3.16402361408655
120328,10,1.14640677040022
220328,20,0.355811644239164
420328,40,0.8200317775191
420502,40,1.12349262537085
320561,30,0.8519948005288702
420561,40,1.06896284450701
120620,10,0.1613066938712
220620,20,0.03594249802676602
320620,30,0.7776582000906203
420620,40,0.73244388929003
220681,20,0.01581317527968601
320681,30,1.5518451263210005
420681,40,1.3841319960897698
420742,40,0.22768204394489988
420863,40,0.057565326108439896
320923,30,0.13530890363652004
420923,40,0.3111177602458999
220983,20,1.366731964001647
520983,50,0.1602846693360646
221043,20,1.545497669489367
521043,50,0.1876992990376326
221162,20,0.04366471893266505
321162,30,0.6256513768399099
121221,10,0.2688700602148899
221221,20,0.43596234575875303
221279,20,0.32781331884867204
121337,10,2.0202833235187
321337,30,6.6599282115696
421337,40,9.098493882158468
321397,30,0.09713881704475025
421397,40,1.38454416866298
121458,10,0.28962507428046
221458,20,0.42012719093558903
421458,40,1.0212201426714698
221516,20,0.289030051502814
421516,40,0.3114157888464699
121575,10,4.063009503403451
221575,20,0.16172439698795604
321575,30,5.00022724186401
421575,40,3.16124182800739
121635,10,3.5131937752569
221635,20,0.14323682309081398
321635,30,3.1778508290714504
421635,40,1.68314510570625
121695,10,4.49297243541578
121755,10,1.021691195044
221755,20,0.30322314512466597
321755,30,0.18442752554773012
321815,30,0.9812133285692002
421815,40,1.1397269403702297
321876,30,4.622613776564551
421876,40,1.8010010777436398
421937,40,0.19846159456239998
122054,10,0.06767864987677985
222054,20,0.043767982476385026
222414,20,0.008137513585336043
122649,10,1.33907411221343
422649,40,2.1559463194233097
422710,40,0.1404104784875
122893,10,1.7553199844220198
222893,20,0.6686640381613471
322893,30,2.0841620196031
422893,40,1.36384324156421
222954,20,0.22569494798324907
322954,30,0.71475222705218
422954,40,0.2410396183730399
123015,10,0.3333773352095799
323076,30,0.2926681445106101
123136,10,0.31188121553095005
423136,40,0.31933207298248
223496,20,0.6534518576921471
323496,30,5.34383442639875
423496,40,2.99172895756639
223555,20,0.196951191811242
323555,30,1.4919659976510302
423555,40,1.3703801207150197
123614,10,2.97186586051346
223614,20,0.9364890891982369
323614,30,1.2674676047953501
423614,40,0.5831315517492799
223675,20,0.5220897974459761
223734,20,0.04539737260743204
423852,40,0.08734703636940999
123972,10,0.37378083871848
423972,40,0.24821036337954983
124210,10,1.14756495830462
424210,40,0.22312582233874
124331,10,1.1349675663191
424331,40,3.5618619462956795
324392,30,0.25862870585565023
424392,40,2.0577572664107
224453,20,0.046503120134257
224512,20,0.040441544969427035
324812,30,1.9230356982252101
424812,40,8.415307154740852
424869,40,4.64975929445408
124927,10,2.28939877444442
224927,20,0.880593263738507
324927,30,23.42658281791316
424927,40,6.4357577154207695
224985,20,0.517986903303121
324985,30,0.02730861028792031
424985,40,1.05224558661895
125043,10,0.22224933750088005
210004,20,0.23341559153719205
310004,30,11.50729274673936
410004,40,0.7181931704794997
510004,50,0.20202422496512862
110033,10,0.16135614749331006
310033,30,3.14157863818491
410033,40,2.1275762038152597
310091,30,2.56796183007287
510091,50,0.042456561318605576
210120,20,0.46409701930317604
310120,30,4.47550402874192
410120,40,0.27062803936934987
510120,50,0.2471671594465336
110149,10,0.11595953493721001
410149,40,0.6420177108610998
110207,10,0.4516441688076698
110265,10,1.22558549359947
310265,30,6.15036057655721
410265,40,0.05936621489310001
510265,50,0.004868084031026579
210294,20,0.06536756001176602
310294,30,6.90465692565969
510294,50,0.26962497412966857
110323,10,0.1892604335369299
210323,20,1.382178974834457
310323,30,29.45650632030446
410323,40,1.23553766865576
510323,50,1.8630022044770216
110352,10,3.2964899739489804
210352,20,1.8065256399859972
310352,30,58.258948640676365
410352,40,4.66683218857853
510352,50,0.7904230752482175
110381,10,1.4367876026626598
210381,20,0.086616886627636
310381,30,2.27583872113645
410381,40,0.36093945640050995
110410,10,0.06602229584668007
210410,20,0.8016972154110371
310410,30,7.71087110750466
410410,40,0.6733340980637701
510410,50,0.48393596902595054
110439,10,0.29816593666439006
310439,30,5.207134457557679
310468,30,0.5535180778081701
510468,50,0.05262149111512658
310526,30,0.26366986575918006
110555,10,4.76605732081266
210555,20,0.16315611244251804
310555,30,4.174838358914149
510555,50,0.2253610360906556
110584,10,1.2420786601592402
210584,20,0.574599594032302
310584,30,0.74045140542477
510584,50,0.5107655800725516
110613,10,3.5764151850434303
210613,20,0.13884643049503997
410613,40,2.24014800508303
210642,20,0.06974585198120403
510642,50,0.07289076026952059
310671,30,14.85895479012106
310700,30,9.562394099011959
410700,40,0.012717220427789888
510700,50,0.022713428587579576
310729,30,0.07072910232598018
110787,10,2.3971161007739505
210787,20,0.438363929815619
310787,30,7.13417507441436
410787,40,0.7939622540115701
510787,50,0.20068543738992162
210816,20,0.47382994472626805
310816,30,2.4650516882197597
410816,40,0.07714201998090986
510816,50,0.31195804801879057
110845,10,0.45298800473199985
310845,30,10.903080431298159
410845,40,14.682719427276968
510845,50,0.013885823948414575
110874,10,1.39025068181704
210874,20,0.30665674994220404
310874,30,16.37352122980536
410874,40,19.24081925534117
510874,50,0.3030556160927646
210903,20,0.046301200144356014
310903,30,0.12957397349423028
510903,50,0.017337682577958577
510932,50,0.03191620336289157
110961,10,2.32521461175107
210961,20,2.373264743455407
310961,30,19.89685215149096
410961,40,2.86594903482871
510961,50,0.021163344002501583
110990,10,1.1830713727304099
210990,20,2.632685597153607
310990,30,35.009432340100666
410990,40,1.95090734671928
510990,50,0.3684788367507436
111019,10,7.169648183920001
211019,20,0.23802953033353702
311019,30,43.182910923828864
411019,40,2.88712099117334
511019,50,0.1949666027020066
211048,20,0.24149720830201504
311048,30,85.13996888004746
411048,40,1.8285201021707
511048,50,0.26496904509966457
411077,40,2.64639156026979
211106,20,0.894487503118887
311106,30,1.6802696772940204
411106,40,0.9633389591311001
511106,50,0.7954784715653216
311193,30,0.2999775683085599
211222,20,0.17381164878413602
511222,50,0.17784199001375361
111251,10,5.33121326093564
211251,20,0.12465960887796701
311251,30,26.05898164161536
411251,40,2.01142447505642
511251,50,0.08646582978088958
111280,10,1.2211771803263798
211280,20,0.261392667208609
311280,30,2.0851962685573198
411280,40,0.5712092155048198
511280,50,0.2190735613170366
111309,10,0.78975761732151
311309,30,0.89004327288474
111367,10,0.4343913403651498
311367,30,0.028885512010380143
211425,20,0.162732703191803
311425,30,5.18172600311398
411425,40,0.5981696531899998
511425,50,0.3759306737981756
111483,10,8.81041244819863
211483,20,0.12787881412176805
311483,30,9.01699684324046
411483,40,0.9442200308468398
111512,10,0.015604403351999974
311512,30,4.655504049358271
411512,40,0.3480176155917698
511512,50,0.0026064888146205833
111541,10,3.7318837761820305
511541,50,0.05303028961912158
311599,30,0.03701248696469017
411599,40,2.9464756246803
511599,50,0.020424174432786574
311657,30,1.2700961235251103
211686,20,0.26548433436587404
511686,50,0.3215053444984456
111773,10,0.9779733226232199
211773,20,0.07537395169616601
