ID,channelType,lattitude,cm0,cm1,refx,refy,absdist,brainRegTags
13458,113,3,0,0,0,0,2,FrontalPolar|LEFT
13487,113,3,0,0,0,0,2,FrontalPolar|LEFT
13516,113,3,0,0,0,0,2,FrontalPolar|LEFT
13545,113,3,0,0,0,0,2,FrontalPolar|LEFT
13574,113,3,0,0,0,0,2,FrontalPolar|LEFT
13603,113,3,0,0,0,0,2,FrontalPolar|LEFT
13632,113,3,0,0,0,0,2,FrontalPolar|LEFT
13661,113,3,0,0,0,0,2,FrontalPolar|LEFT
13690,113,3,0,0,0,0,2,FrontalPolar|LEFT
13719,113,3,0,0,0,0,2,FrontalPolar|LEFT
13748,113,3,0,0,0,0,2,FrontalPolar|LEFT
13777,113,3,0,0,0,0,2,FrontalPolar|LEFT
13806,113,3,0,0,0,0,2,FrontalPolar|LEFT
13835,113,3,0,0,0,0,2,FrontalPolar|LEFT
13864,113,3,0,0,0,0,2,FrontalPolar|LEFT
13893,113,3,0,0,0,0,2,FrontalPolar|LEFT
13922,113,3,0,0,0,0,2,FrontalPolar|LEFT
13951,113,3,0,0,0,0,2,FrontalPolar|LEFT
13980,113,3,0,0,0,0,2,FrontalPolar|LEFT
14009,113,3,0,0,0,0,2,FrontalPolar|LEFT
14038,113,3,0,0,0,0,2,FrontalPolar|LEFT
14067,113,3,0,0,0,0,2,FrontalPolar|LEFT
14096,113,3,0,0,0,0,2,FrontalPolar|LEFT
14125,113,3,0,0,0,0,2,FrontalPolar|LEFT
14151,113,3,0,0,0,0,2,FrontalPolar|LEFT
14212,113,3,0,0,0,0,2,FrontalPolar|LEFT
14273,113,3,0,0,0,0,2,FrontalPolar|LEFT
14332,113,3,0,0,0,0,2,FrontalPolar|LEFT
14391,113,3,0,0,0,0,2,FrontalPolar|LEFT
14448,113,3,0,0,0,0,2,FrontalPolar|LEFT
14505,113,3,0,0,0,0,2,FrontalPolar|LEFT
14566,113,3,0,0,0,0,2,FrontalPolar|LEFT
14627,113,3,0,0,0,0,2,FrontalPolar|LEFT
14688,113,3,0,0,0,0,2,FrontalPolar|LEFT
14749,113,3,0,0,0,0,2,FrontalPolar|LEFT
14808,113,3,0,0,0,0,2,FrontalPolar|LEFT
14869,113,3,0,0,0,0,2,FrontalPolar|LEFT
14930,113,3,0,0,0,0,2,FrontalPolar|LEFT
14990,113,3,0,0,0,0,2,FrontalPolar|LEFT
15051,113,3,0,0,0,0,2,FrontalPolar|LEFT
15112,113,3,0,0,0,0,2,FrontalPolar|LEFT
15173,113,3,0,0,0,0,2,FrontalPolar|LEFT
15234,113,3,0,0,0,0,2,FrontalPolar|LEFT
15293,113,3,0,0,0,0,2,FrontalPolar|LEFT
15352,113,3,0,0,0,0,2,FrontalPolar|LEFT
15413,113,3,0,0,0,0,2,FrontalPolar|LEFT
15473,113,3,0,0,0,0,2,FrontalPolar|LEFT
15532,113,3,0,0,0,0,2,FrontalPolar|LEFT
15592,113,3,0,0,0,0,2,FrontalPolar|LEFT
15653,113,3,0,0,0,0,2,FrontalPolar|LEFT
15714,113,3,0,0,0,0,2,FrontalPolar|LEFT
15775,113,3,0,0,0,0,2,FrontalPolar|LEFT
15836,113,3,0,0,0,0,2,FrontalPolar|LEFT
15897,113,3,0,0,0,0,2,FrontalPolar|LEFT
15958,113,3,0,0,0,0,2,FrontalPolar|LEFT
16017,113,3,0,0,0,0,2,FrontalPolar|LEFT
16076,113,3,0,0,0,0,2,FrontalPolar|LEFT
16136,113,3,0,0,0,0,2,FrontalPolar|LEFT
16195,113,3,0,0,0,0,2,FrontalPolar|LEFT
16252,113,3,0,0,0,0,2,FrontalPolar|LEFT
16310,113,3,0,0,0,0,2,FrontalPolar|LEFT
16370,113,3,0,0,0,0,2,FrontalPolar|LEFT
16430,113,3,0,0,0,0,2,FrontalPolar|LEFT
16491,113,3,0,0,0,0,2,FrontalPolar|LEFT
16552,113,3,0,0,0,0,2,FrontalPolar|LEFT
16612,113,3,0,0,0,0,2,FrontalPolar|LEFT
16673,113,3,0,0,0,0,2,FrontalPolar|LEFT
16734,113,3,0,0,0,0,2,FrontalPolar|LEFT
16794,113,3,0,0,0,0,2,FrontalPolar|LEFT
16853,113,3,0,0,0,0,2,FrontalPolar|LEFT
16913,113,3,0,0,0,0,2,FrontalPolar|LEFT
16974,113,3,0,0,0,0,2,FrontalPolar|LEFT
17034,113,3,0,0,0,0,2,FrontalPolar|LEFT
17094,113,3,0,0,0,0,2,FrontalPolar|LEFT
17155,113,3,0,0,0,0,2,FrontalPolar|LEFT
17216,113,3,0,0,0,0,2,FrontalPolar|LEFT
17277,113,3,0,0,0,0,2,FrontalPolar|LEFT
17336,113,3,0,0,0,0,2,FrontalPolar|LEFT
17394,113,3,0,0,0,0,2,FrontalPolar|LEFT
17454,113,3,0,0,0,0,2,FrontalPolar|LEFT
17515,113,3,0,0,0,0,2,FrontalPolar|LEFT
17576,113,3,0,0,0,0,2,FrontalPolar|LEFT
17637,113,3,0,0,0,0,2,FrontalPolar|LEFT
17698,113,3,0,0,0,0,2,FrontalPolar|LEFT
17759,113,3,0,0,0,0,2,FrontalPolar|LEFT
17816,113,3,0,0,0,0,2,FrontalPolar|LEFT
17873,113,3,0,0,0,0,2,FrontalPolar|LEFT
17934,113,3,0,0,0,0,2,FrontalPolar|LEFT
17994,113,3,0,0,0,0,2,FrontalPolar|LEFT
18052,113,3,0,0,0,0,2,FrontalPolar|LEFT
18112,113,3,0,0,0,0,2,FrontalPolar|LEFT
18173,113,3,0,0,0,0,2,FrontalPolar|LEFT
18234,113,3,0,0,0,0,2,FrontalPolar|LEFT
18295,113,3,0,0,0,0,2,FrontalPolar|LEFT
18354,113,3,0,0,0,0,2,FrontalPolar|LEFT
18415,113,3,0,0,0,0,2,FrontalPolar|LEFT
18476,113,3,0,0,0,0,2,FrontalPolar|LEFT
18534,113,3,0,0,0,0,2,FrontalPolar|LEFT
18593,113,3,0,0,0,0,2,FrontalPolar|LEFT
18652,113,3,0,0,0,0,2,FrontalPolar|LEFT
18711,113,3,0,0,0,0,2,FrontalPolar|LEFT
18772,113,3,0,0,0,0,2,FrontalPolar|LEFT
18833,113,3,0,0,0,0,2,FrontalPolar|LEFT
18893,113,3,0,0,0,0,2,FrontalPolar|LEFT
18952,113,3,0,0,0,0,2,FrontalPolar|LEFT
19012,113,3,0,0,0,0,2,FrontalPolar|LEFT
19072,113,3,0,0,0,0,2,FrontalPolar|LEFT
19130,113,3,0,0,0,0,2,FrontalPolar|LEFT
19190,113,3,0,0,0,0,2,FrontalPolar|LEFT
19250,113,3,0,0,0,0,2,FrontalPolar|LEFT
19307,113,3,0,0,0,0,2,FrontalPolar|LEFT
19367,113,3,0,0,0,0,2,FrontalPolar|LEFT
19427,113,3,0,0,0,0,2,FrontalPolar|LEFT
19487,113,3,0,0,0,0,2,FrontalPolar|LEFT
19548,113,3,0,0,0,0,2,FrontalPolar|LEFT
19608,113,3,0,0,0,0,2,FrontalPolar|LEFT
19668,113,3,0,0,0,0,2,FrontalPolar|LEFT
19729,113,3,0,0,0,0,2,FrontalPolar|LEFT
19790,113,3,0,0,0,0,2,FrontalPolar|LEFT
19851,113,3,0,0,0,0,2,FrontalPolar|LEFT
19912,113,3,0,0,0,0,2,FrontalPolar|LEFT
19973,113,3,0,0,0,0,2,FrontalPolar|LEFT
20033,113,3,0,0,0,0,2,FrontalPolar|LEFT
20092,113,3,0,0,0,0,2,FrontalPolar|LEFT
20151,113,3,0,0,0,0,2,FrontalPolar|LEFT
20210,113,3,0,0,0,0,2,FrontalPolar|LEFT
20269,113,3,0,0,0,0,2,FrontalPolar|LEFT
20330,113,3,0,0,0,0,2,FrontalPolar|LEFT
20390,113,3,0,0,0,0,2,FrontalPolar|LEFT
20447,113,3,0,0,0,0,2,FrontalPolar|LEFT
20504,113,3,0,0,0,0,2,FrontalPolar|LEFT
20563,113,3,0,0,0,0,2,FrontalPolar|LEFT
20622,113,3,0,0,0,0,2,FrontalPolar|LEFT
20683,113,3,0,0,0,0,2,FrontalPolar|LEFT
20744,113,3,0,0,0,0,2,FrontalPolar|LEFT
20804,113,3,0,0,0,0,2,FrontalPolar|LEFT
20865,113,3,0,0,0,0,2,FrontalPolar|LEFT
20925,113,3,0,0,0,0,2,FrontalPolar|LEFT
20985,113,3,0,0,0,0,2,FrontalPolar|LEFT
21045,113,3,0,0,0,0,2,FrontalPolar|LEFT
21105,113,3,0,0,0,0,2,FrontalPolar|LEFT
21164,113,3,0,0,0,0,2,FrontalPolar|LEFT
21223,113,3,0,0,0,0,2,FrontalPolar|LEFT
21281,113,3,0,0,0,0,2,FrontalPolar|LEFT
21339,113,3,0,0,0,0,2,FrontalPolar|LEFT
21399,113,3,0,0,0,0,2,FrontalPolar|LEFT
21460,113,3,0,0,0,0,2,FrontalPolar|LEFT
21518,113,3,0,0,0,0,2,FrontalPolar|LEFT
21577,113,3,0,0,0,0,2,FrontalPolar|LEFT
21637,113,3,0,0,0,0,2,FrontalPolar|LEFT
21697,113,3,0,0,0,0,2,FrontalPolar|LEFT
21757,113,3,0,0,0,0,2,FrontalPolar|LEFT
21817,113,3,0,0,0,0,2,FrontalPolar|LEFT
21878,113,3,0,0,0,0,2,FrontalPolar|LEFT
21939,113,3,0,0,0,0,2,FrontalPolar|LEFT
21997,113,3,0,0,0,0,2,FrontalPolar|LEFT
22056,113,3,0,0,0,0,2,FrontalPolar|LEFT
22116,113,3,0,0,0,0,2,FrontalPolar|LEFT
22176,113,3,0,0,0,0,2,FrontalPolar|LEFT
22235,113,3,0,0,0,0,2,FrontalPolar|LEFT
22294,113,3,0,0,0,0,2,FrontalPolar|LEFT
22355,113,3,0,0,0,0,2,FrontalPolar|LEFT
22415,113,3,0,0,0,0,2,FrontalPolar|LEFT
22474,113,3,0,0,0,0,2,FrontalPolar|LEFT
22534,113,3,0,0,0,0,2,FrontalPolar|LEFT
22593,113,3,0,0,0,0,2,FrontalPolar|LEFT
22651,113,3,0,0,0,0,2,FrontalPolar|LEFT
22712,113,3,0,0,0,0,2,FrontalPolar|LEFT
22773,113,3,0,0,0,0,2,FrontalPolar|LEFT
22834,113,3,0,0,0,0,2,FrontalPolar|LEFT
22895,113,3,0,0,0,0,2,FrontalPolar|LEFT
22956,113,3,0,0,0,0,2,FrontalPolar|LEFT
23017,113,3,0,0,0,0,2,FrontalPolar|LEFT
23078,113,3,0,0,0,0,2,FrontalPolar|LEFT
23138,113,3,0,0,0,0,2,FrontalPolar|LEFT
23198,113,3,0,0,0,0,2,FrontalPolar|LEFT
23259,113,3,0,0,0,0,2,FrontalPolar|LEFT
23320,113,3,0,0,0,0,2,FrontalPolar|LEFT
23380,113,3,0,0,0,0,2,FrontalPolar|LEFT
23440,113,3,0,0,0,0,2,FrontalPolar|LEFT
23498,113,3,0,0,0,0,2,FrontalPolar|LEFT
23557,113,3,0,0,0,0,2,FrontalPolar|LEFT
23616,113,3,0,0,0,0,2,FrontalPolar|LEFT
23677,113,3,0,0,0,0,2,FrontalPolar|LEFT
23736,113,3,0,0,0,0,2,FrontalPolar|LEFT
23795,113,3,0,0,0,0,2,FrontalPolar|LEFT
23854,113,3,0,0,0,0,2,FrontalPolar|LEFT
23914,113,3,0,0,0,0,2,FrontalPolar|LEFT
23974,113,3,0,0,0,0,2,FrontalPolar|LEFT
24032,113,3,0,0,0,0,2,FrontalPolar|LEFT
24090,113,3,0,0,0,0,2,FrontalPolar|LEFT
24151,113,3,0,0,0,0,2,FrontalPolar|LEFT
24212,113,3,0,0,0,0,2,FrontalPolar|LEFT
24273,113,3,0,0,0,0,2,FrontalPolar|LEFT
24333,113,3,0,0,0,0,2,FrontalPolar|LEFT
24394,113,3,0,0,0,0,2,FrontalPolar|LEFT
24455,113,3,0,0,0,0,2,FrontalPolar|LEFT
24514,113,3,0,0,0,0,2,FrontalPolar|LEFT
24573,113,3,0,0,0,0,2,FrontalPolar|LEFT
24632,113,3,0,0,0,0,2,FrontalPolar|LEFT
24692,113,3,0,0,0,0,2,FrontalPolar|LEFT
24753,113,3,0,0,0,0,2,FrontalPolar|LEFT
24814,113,3,0,0,0,0,2,FrontalPolar|LEFT
24871,113,3,0,0,0,0,2,FrontalPolar|LEFT
24929,113,3,0,0,0,0,2,FrontalPolar|LEFT
24987,113,3,0,0,0,0,2,FrontalPolar|LEFT
25045,113,3,0,0,0,0,2,FrontalPolar|LEFT
25104,113,3,0,0,0,0,2,FrontalPolar|LEFT
10008,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10037,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10066,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10095,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10124,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10153,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10182,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10211,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10240,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10269,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10298,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10327,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10356,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10385,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10414,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10443,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10472,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10501,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10530,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10559,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10588,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10617,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10646,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10675,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10704,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10733,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10762,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10791,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10820,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10849,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10878,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10907,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10936,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10965,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
10994,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11023,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11052,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11081,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11110,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11139,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11168,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11197,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11226,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11255,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11284,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11313,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11342,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11371,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11400,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11429,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11458,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11487,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11516,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11545,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11574,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11603,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11632,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11661,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11690,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11719,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11748,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11777,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11806,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11835,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11864,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11893,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11922,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11951,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
11980,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12009,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12038,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12067,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12096,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12125,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12154,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12183,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12212,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12241,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12270,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12299,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12328,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12357,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12386,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12415,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12444,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12473,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12502,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12531,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12560,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12589,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12618,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12647,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12676,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12705,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12734,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12763,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12792,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12821,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12850,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12879,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12908,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12937,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12966,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
12995,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13024,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13053,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13082,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13111,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13140,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13169,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13198,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13227,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13256,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13285,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13314,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13343,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13372,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13401,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13430,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13459,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13488,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13517,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13546,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13575,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13604,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13633,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13662,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13691,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13720,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13749,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13778,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13807,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13836,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13865,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13894,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13923,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13952,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
13981,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14010,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14039,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14068,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14097,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14126,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14152,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14213,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14274,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14333,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14392,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14449,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14506,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14567,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14628,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14689,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14750,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14809,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14870,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14931,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
14991,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15052,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15113,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15174,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15235,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15294,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15353,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15414,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15474,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15533,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15593,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15654,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15715,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15776,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15837,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15898,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
15959,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16018,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16077,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16137,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16196,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16253,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16311,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16371,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16431,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16492,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16553,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16613,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16674,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16735,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16795,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16854,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16914,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
16975,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17035,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17095,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17156,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17217,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17278,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17337,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17395,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17455,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17516,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17577,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17638,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17699,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17874,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17935,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
17995,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18053,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18113,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18174,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18235,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18296,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18355,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18416,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18477,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18535,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18594,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18653,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18712,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18773,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18834,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18894,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
18953,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19013,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19073,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19131,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19191,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19251,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19308,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19368,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19428,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19488,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19549,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19609,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19669,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19730,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19791,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19852,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19913,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
19974,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
20034,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
20093,115,3,0,0,0,1,0,FrontalPolar|CENTRAL
